ID PCA,Grupo,Subgrupo,Classe,ID,Descrição,Unidade,Quantidade,Valor Unitário,Valor Total Estimado,Demandante,SIGLA,Quantidade (num),Valor Unitário (num),Valor Total Estimado (num)
6329,"APARELHOS, EQUIPAMENTOS, UTENSÍLIOS MÉDICO-ODONTOLÓGICOS, LABORATORIAL E HOSPITALAR",APARELHOS E UTENSÍLIOS HOSPITALARES,ELETROCARDIÓGRAFO,515759,"ELETROCARDIÓGRAFO , APLICAÇÃO: REALIZAÇÃO DE EXAMES DE ELETROCARDIOGRAMA EM PACIENTES DE QUALQUER IDADE OU PESO, DESDE QUE ADEQUADAMENTE PREPARADOS; APRESENTAÇÃO: TELA LCD COLORIDA MÍNIMO DE 4 POLEGADAS, VISUALIZAÇÃO SIMULTÂNEA MÍNIMA 03 TRAÇADOS DE ECG EM TEMPO REAL DOS PARÂMETROS DE AJUSTE, CAPTURA SIMULTÂNEA DAS 12 DERIVAÇÕES COM UMA TECLA (I, II, III, AVR, AVL, AVF, V1, V2, V3, V4, V5, V6), DETECÇÃO AUTOMÁTICA DE PULSO DE MARCA-PASSO, MEMÓRIA INTERNA PARA ARMAZENAMENTO DE NO MÍNIMO 200 REGISTROS DE ECG, TRANSFERÊNCIA ATRAVÉS DE REDE ETHERNET OU CONEXÃO USB OU BLUETOOTH OU CARTÃO SD, SOFTWARE EM PORTUGUÊS, INTERFACE QUE PERMITE EXPORTAÇÃO DE EXAMES,MODO DE OPERAÇÃO MANUAL, AUTOMÁTICO E RITMO (ARRITMIA), REGISTRO EM 12 CANAIS ATRAVÉS DE IMPRESSORA DE ALTA RESOLUÇÃO, PERMITE O USO DE PAPEL TERMO SENSÍVEL MILIMETRADO TIPO ROLO COM NO MÍNIMO 80MM DE LARGURA OU OUTRA TECNOLOGIA EQUIVALENTE/SUPERIOR, INSERÇÃO DE DADOS DO PACIENTE (NOME, IDADE, SEXO, PESO, ALTURA ETC), IMPRESSÃO COM ID, FREQUÊNCIA CARDÍACA, GANHO, VELOCIDADE, DERIVAÇÃO, DATA E HORA, MEDIÇÕES DE QRS/QT/PR, FILTROS, AJUSTE AUTOMÁTICO DA LINHA BASE, CÓPIA AUTOMÁTICA DO ÚLTIMO EXAME REALIZADO, VELOCIDADE DE IMPRESSÃO: MODO MANUAL E RITMO DE 25MM/S E 50MM/S, INDICADOR DE LIGADO À REDE ELÉTRICA, FUNCIONAMENTO A BATERIA RECARREGÁVEL, INDICADOR E DETECÇÃO DA DERIVAÇÃO, INDICADOR DE ELETRODO SOLTO, INDICADOR DE FALTA DE PAPEL, INDICADOR DE NÍVEL DE CARGA DA BATERIA, SENSIBILIDADE DE GANHO SELECIONÁVEL: 5MM/MV (N/2), 10MM/MV (N) E 20MM/MV (2N), INTERFACE USB, PORTA DE REDE ETHERNET, PROTEÇÃO COM FILTROS DIGITAIS COMPLETOS CONTRA INTERFERÊNCIAS DE REDE ELÉTRICA (60HZ), TREMOR MUSCULAR E ARTEFATOS DE MOVIMENTOS, CIRCUITO DE PROTEÇÃO CONTRA DESFIBRILADORES E BISTURI ELETRÔNICO, BATERIA INTERNA RECARREGÁVEL DE LÍTIO OU NIMH, AUTONOMIA NO MÍNIMO DE 30 MINUTOS, REJEIÇÃO DE MODO COMUM PARA SINAIS DE 60HZ, > 90DB, TECLADO QWERTY OU ALFANUMÉRICO EM MEMBRANA OU MECÂNICO OU TOUCH SCREEN; ALIMENTAÇÃO: 100V A 240V (AUTOMÁTICA); CARACTERÍSTICA(S) ADICIONAL(IS): ACOMPANHA 01 (UM) CABO DE PACIENTE 10 VIAS, 04 (QUATRO) ELETRODOS TIPO CLIP ADULTO (BRAÇO E PERNA), 06(SEIS) ELETRODOS PRECORDIAIS, PAPEL PARA IMPRESSÃO PARA NO MÍNIMO 100 EXAMES, 01(UMA) BATERIA DE LÍTIO OU NIMH RECARREGÁVEL.",UNIDADE,2," R$ 6.756,18 "," R$ 13.512,36 ",DIRETORIA DE MATERNIDADE DR. MOURA TAPAJÓZ,DMMT,2.0,6756.18,13512.36
6456,FORNECIMENTO DE ALIMENTAÇÃO,"SERVIÇOS DE FORNECIMENTO DE REFEIÇÕES PREPARADAS, LANCHES E SIMILARES",SERVIÇOS DE BUFFET,515773,"SERVIÇOS DE BUFFET , TIPO: CAFÉ DA MANHÃ, CARACTERÍSTICA(S): CONTENDO CAFÉ PRETO, LEITE INTEGRAL, CHOCOLATE QUENTE, 03 OPÇÕES DE REFRIGERANTES, SENDO NORMAL E LIGHT OU DIETÉTICO, ÁGUA MINERAL SEM GÁS, 03 OPÇÕES DE SUCOS NATURAIS DE FRUTAS, 03 OPÇÕES DE FRUTAS FATIADAS, 02 OPÇÕES DE PÃES, 03 OPÇÕES DE BOLO, 01 OPÇÃO DE BOLO PUDIM, 03 OPÇÕES DE FRIOS, 02 OPÇÕES DE GELEIA, PÃO DE QUEIJO, CUSCUZ, TAPIOCA COM MANTEIGA E TAPIOCA COM COCO, CARACTERÍSTICAS ADICIONAL(IS): ACOMPANHA LOUÇA COMPLETA, TOALHAS, GUARDANAPOS, ARRANJOS DECORATIVOS E GARÇOM. CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.",PESSOA,50," R$ 18,62 "," R$ 931,00 ",DIRETORIA DE ATENÇÃO PRIMÁRIA,DAP,50.0,18.62,931.0
6456,FORNECIMENTO DE ALIMENTAÇÃO,"SERVIÇOS DE FORNECIMENTO DE REFEIÇÕES PREPARADAS, LANCHES E SIMILARES",SERVIÇOS DE BUFFET,515773,"SERVIÇOS DE BUFFET , TIPO: CAFÉ DA MANHÃ, CARACTERÍSTICA(S): CONTENDO CAFÉ PRETO, LEITE INTEGRAL, CHOCOLATE QUENTE, 03 OPÇÕES DE REFRIGERANTES, SENDO NORMAL E LIGHT OU DIETÉTICO, ÁGUA MINERAL SEM GÁS, 03 OPÇÕES DE SUCOS NATURAIS DE FRUTAS, 03 OPÇÕES DE FRUTAS FATIADAS, 02 OPÇÕES DE PÃES, 03 OPÇÕES DE BOLO, 01 OPÇÃO DE BOLO PUDIM, 03 OPÇÕES DE FRIOS, 02 OPÇÕES DE GELEIA, PÃO DE QUEIJO, CUSCUZ, TAPIOCA COM MANTEIGA E TAPIOCA COM COCO, CARACTERÍSTICAS ADICIONAL(IS): ACOMPANHA LOUÇA COMPLETA, TOALHAS, GUARDANAPOS, ARRANJOS DECORATIVOS E GARÇOM. CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.",PESSOA,810," R$ 18,62 "," R$ 15.082,20 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,810.0,18.62,15082.2
6456,FORNECIMENTO DE ALIMENTAÇÃO,"SERVIÇOS DE FORNECIMENTO DE REFEIÇÕES PREPARADAS, LANCHES E SIMILARES",SERVIÇOS DE BUFFET,515773,"SERVIÇOS DE BUFFET , TIPO: CAFÉ DA MANHÃ, CARACTERÍSTICA(S): CONTENDO CAFÉ PRETO, LEITE INTEGRAL, CHOCOLATE QUENTE, 03 OPÇÕES DE REFRIGERANTES, SENDO NORMAL E LIGHT OU DIETÉTICO, ÁGUA MINERAL SEM GÁS, 03 OPÇÕES DE SUCOS NATURAIS DE FRUTAS, 03 OPÇÕES DE FRUTAS FATIADAS, 02 OPÇÕES DE PÃES, 03 OPÇÕES DE BOLO, 01 OPÇÃO DE BOLO PUDIM, 03 OPÇÕES DE FRIOS, 02 OPÇÕES DE GELEIA, PÃO DE QUEIJO, CUSCUZ, TAPIOCA COM MANTEIGA E TAPIOCA COM COCO, CARACTERÍSTICAS ADICIONAL(IS): ACOMPANHA LOUÇA COMPLETA, TOALHAS, GUARDANAPOS, ARRANJOS DECORATIVOS E GARÇOM. CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.",PESSOA,420," R$ 18,62 "," R$ 7.820,40 ",DIRETORIA DE GESTÃO E DA REGULAÇÃO DO TRABALHO EM SAÚDE,DTRAB,420.0,18.62,7820.4
6452,FORNECIMENTO DE ALIMENTAÇÃO,"SERVIÇOS DE FORNECIMENTO DE REFEIÇÕES PREPARADAS, LANCHES E SIMILARES",SERVIÇOS DE BUFFET,515775,"SERVIÇOS DE BUFFET , TIPO: COQUETEL, CARACTERÍSTICA(S): CONTENDO ÁGUA DE COCO, COQUETEL DE FRUTAS SEM ÁLCOOL, 03 OPÇÕES REFRIGERANTES, SENDO NORMAL, LIGHT OU DIET, ÁGUA MINERAL COM E SEM GÁS, 08 OPÇÕES DE SALGADOS ASSADOS, 04 OPÇÕES DE DOCES FINOS E 01 OPÇÃO DE PRATO QUENTE, CARACTERÍSTICAS ADICIONAL(IS): ACOMPANHA LOUÇA COMPLETA, TOALHAS, GUARDANAPOS, ARRANJOS DECORATIVOS, GARÇOM, COPEIRO, COZINHEIRO E COORDENADOR. CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.",PESSOA,10000," R$ 50,71 "," R$ 507.100,00 ",DIRETORIA DE ADMINISTRAÇÃO E INFRAESTRUTURA,DAI,10000.0,50.71,507100.0
6452,FORNECIMENTO DE ALIMENTAÇÃO,"SERVIÇOS DE FORNECIMENTO DE REFEIÇÕES PREPARADAS, LANCHES E SIMILARES",SERVIÇOS DE BUFFET,515775,"SERVIÇOS DE BUFFET , TIPO: COQUETEL, CARACTERÍSTICA(S): CONTENDO ÁGUA DE COCO, COQUETEL DE FRUTAS SEM ÁLCOOL, 03 OPÇÕES REFRIGERANTES, SENDO NORMAL, LIGHT OU DIET, ÁGUA MINERAL COM E SEM GÁS, 08 OPÇÕES DE SALGADOS ASSADOS, 04 OPÇÕES DE DOCES FINOS E 01 OPÇÃO DE PRATO QUENTE, CARACTERÍSTICAS ADICIONAL(IS): ACOMPANHA LOUÇA COMPLETA, TOALHAS, GUARDANAPOS, ARRANJOS DECORATIVOS, GARÇOM, COPEIRO, COZINHEIRO E COORDENADOR. CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.",PESSOA,1700," R$ 50,71 "," R$ 86.207,00 ",DIRETORIA DE VIGILÂNCIA SANITÁRIA,DVISA,1700.0,50.71,86207.0
6650,LOCAÇÃO DE SOFTWARES,SERVIÇOS DE LOCAÇÃO DE SOFTWARE,SERVIÇO DE LICENÇAS DE SOFTWARES,516880,"SERVIÇO DE LICENÇAS DE SOFTWARES , CARACTERÍSTICA(S): ESPECIALIZADO EM LICENÇA DO SOFTWARE ADOBE CREATIVE CLOUD, CARACTERÍSTICAS ADICIONAL(IS): CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.",SERVIÇO,1," R$ 16.809,74 "," R$ 16.809,74 ",DIRETORIA DE TECNOLOGIA DA INFORMAÇÃO,DTI,1.0,16809.74,16809.74
9155,OUTROS SERVIÇOS DE TERCEIROS,SERVIÇOS NÃO CLASSIFICADOS EM OUTROS GRUPOS,SERVIÇO DE CONFECÇÃO DE PLACA,515795,"SERVIÇO DE CONFECÇÃO DE PLACA, CARACTERÍSTICA(S): ESPECIALIZADO EM CONFECÇÃO DE PLACA EM INOX, PERSONALIZADA COM GRAVAÇÃO A LASER ALTO E BAIXO RELEVO, ESMALTADA EM CORES, ENVERNIZADA MEDINDO 55CM X 85CM, COM BASE EM ACRÍLICO 8MM RECORTADA A LASER, MEDINDO 59CM X 89CM, COM 4 PARAFUSOS, COM INSTALAÇÃO, CARACTERÍSTICAS ADICIONAL(IS): CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA. OBSERVAÇÃO(ÕES): ITEM PARA USO EXCLUSIVO EM ADESÃO À ATA DE REGISTRO DE PREÇOS EXTERNA.",UNIDADE,35," R$ 2.165,00 "," R$ 75.775,00 ",DIRETORIA DE ADMINISTRAÇÃO E INFRAESTRUTURA,DAI,35.0,2165.0,75775.0
9151,OUTROS SERVIÇOS DE TERCEIROS,SERVIÇOS NÃO CLASSIFICADOS EM OUTROS GRUPOS,SERVIÇO DE CONFECÇÃO DE PLACA,515795,"SERVIÇO DE CONFECÇÃO DE PLACA, CARACTERÍSTICA(S): ESPECIALIZADO EM CONFECÇÃO DE PLACA EM INOX, PERSONALIZADA COM GRAVAÇÃO A LASER ALTO E BAIXO RELEVO, ESMALTADA EM CORES, ENVERNIZADA MEDINDO 55CM X 85CM, COM BASE EM ACRÍLICO 8MM RECORTADA A LASER, MEDINDO 59CM X 89CM, COM 4 PARAFUSOS, COM INSTALAÇÃO, CARACTERÍSTICAS ADICIONAL(IS): CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA. OBSERVAÇÃO(ÕES): ITEM PARA USO EXCLUSIVO EM ADESÃO À ATA DE REGISTRO DE PREÇOS EXTERNA.(ID CADASTRADO NO CONTRATO Nº.022/2024)",UNIDADE,35," R$ 2.165,00 "," R$ 75.775,00 ",CONTRATOS VIGENTES - SEMSA,CONTRATOS,35.0,2165.0,75775.0
9152,OUTROS SERVIÇOS DE TERCEIROS,SERVIÇOS NÃO CLASSIFICADOS EM OUTROS GRUPOS,SERVIÇO DE CONFECÇÃO DE PLACA,515799,"SERVIÇO DE CONFECÇÃO DE PLACA, CARACTERÍSTICA(S): ESPECIALIZADO EM CONFECÇÃO DE PLACA SINALIZAÇÃO, COM ESTRUTURA METÁLICA, EM AÇO GALVANIZADO Nº 22, ESPESSURA DE 2MM, PERSONALIZADA COM APLICAÇÃO DE ADESIVO VINÍLICO COM IMPRESSÃO DIGITAL 4/0, PINTURA SINTÉTICA E TRATAMENTO ANTIFERRUGINOSO, COM INSTALAÇÃO. CARACTERÍSTICAS ADICIONAL(IS): CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA. OBSERVAÇÃO(ÕES): ITEM PARA USO EXCLUSIVO EM ADESÃO À ATA DE REGISTRO DE PREÇOS EXTERNA.(ID CADASTRADO NO CONTRATO Nº.022/2024)",m²,250," R$ 455,00 "," R$ 113.750,00 ",CONTRATOS VIGENTES - SEMSA,CONTRATOS,250.0,455.0,113750.0
6571,GÊNEROS DE ALIMENTAÇÃO +,ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS ESPECIAIS,SOLUÇÃO NUTRICIONAL PARENTERAL,515805,"SOLUÇÃO NUTRICIONAL PARENTERAL , APLICAÇÃO: PARA NUTRIÇÃO PEDIÁTRICA E NEONATAL, COMPOSIÇÃO: AMINOÁCIDOS CONTENDO TAURINA, ASPECTO FÍSICO: LÍQUIDO, UNIDADE DE FORNECIMENTO: FRASCO COM 100ML, CARACTERÍSTICA(S) ADICIONAL(IS): CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.(ID CADASTRADO NO CONTRATO Nº.023/2022)",BOLSA,100," R$ 137,00 "," R$ 13.700,00 ",CONTRATOS VIGENTES - SEMSA,CONTRATOS,100.0,137.0,13700.0
7752,MATERIAL FARMACOLÓGICO +,MEDICAMENTOS,GLYCINE MAX (ISOFLAVONA DE SOJA),515826,"GLYCINE MAX (ISOFLAVONA DE SOJA) , CONCENTRAÇÃO: 150MG, FORMA FARMACÊUTICA: CÁPSULA OU COMPRIMIDO REVESTIDO, UNIDADE DE FORNECIMENTO: CÁPSULA OU COMPRIMIDO REVESTIDO",UNIDADE,800000," R$ 0,58 "," R$ 464.000,00 ",DIRETORIA DE LOGÍSTICA,DLOG,800000.0,0.58,464000.0
9035,MATERIAL PARA REABILITAÇÃO E AUXÍLIO A LIMITAÇÕES FÍSICAS,MATERIAL PARA REABILITAÇÃO E AUXÍLIO A LIMITAÇÕES FÍSICAS,COLETE DE PESO,515829,"COLETE DE PESO ; APLICAÇÃO: ESTIMULAÇÃO SENSORIAL, UTILIZADA EM REABILITAÇÃO NEUROPEDIÁTRICA; MATERIAL(IS): BRIM; PESO: 1,8 KG CARACTERÍSTICA(S) ADICIONAL(IS): ACOMPANHAR PESOS DE 1KG.",UNIDADE,2," R$ 169,92 "," R$ 339,84 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,2.0,169.92,339.84
9034,MATERIAL PARA REABILITAÇÃO E AUXÍLIO A LIMITAÇÕES FÍSICAS,MATERIAL PARA REABILITAÇÃO E AUXÍLIO A LIMITAÇÕES FÍSICAS,COLETE DE PESO,515830,"COLETE DE PESO ; APLICAÇÃO: ESTIMULAÇÃO SENSORIAL, UTILIZADA EM REABILITAÇÃO NEUROPEDIÁTRICA; MATERIAL(IS): BRIM; PESO: 2,3 KG; CARACTERÍSTICA(S) ADICIONAL(IS): ACOMPANHAR PESOS.",UNIDADE,2," R$ 199,96 "," R$ 399,92 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,2.0,199.96,399.92
9031,MATERIAL PARA REABILITAÇÃO E AUXÍLIO A LIMITAÇÕES FÍSICAS,MATERIAL PARA REABILITAÇÃO E AUXÍLIO A LIMITAÇÕES FÍSICAS,KIT DE PSICOMOTRICIDADE,515831,"KIT DE PSICOMOTRICIDADE ; APLICAÇÃO: AUXILIA NO DESENVOLVIMENTO INFANTIL, COM TRABALHOS ESPECÍFICOS DE COORDENAÇÃO, AGILIDADE, FLEXIBILIDADE, REFLEXOS E EQUILÍBRIO; APRESENTAÇÃO: : 4 CONES DE 50 CM ALTURA, 4 CONES DE 30 CM ALTURA, 8 BASES REDONDAS 21,5 CM ALTURA 20 CM, 4 ARCOS (38,5CM),4 ARCOS (59 CM), 4 ARCOS (77,5 CM), 4 PLACAS 15×81,5 CM, 8 TIJOLOS 15×15 CM- ALTURA 9,5 CM, 8 TIJOLOS 15×36 CM- ALTURA 9,5 CM, 8 BASTÕES 40,5 CM DE COMPRIMENTO, 8 BASTÕES 70,5 CM DE COMPRIMENTO,8 BASTÕES 98,5 CM DE COMPRIMENTO, 12 PÉS (6 PARES), 12 MÃOS (6 PARES), 20 CONECTORES COLORIDOS, 24 PINÇAS/CONECTORES PRETOS, 8 PINÇAS AZUIS, SERÁ ACEITA VARIAÇÃO DE 10% NAS MEDIDAS; CARACTERÍSTICA(S) ADICIONAL(IS): : COM CERTIFICAÇÃO DO INMETRO.",UNIDADE,20," R$ 5.272,89 "," R$ 105.457,80 ",DIRETORIA DE LOGÍSTICA,DLOG,20.0,5272.89,105457.8
6349,"APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL","SERVIÇOS DE APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL",SERVIÇO DE COPEIRAGEM,515833,"SERVIÇO DE COPEIRAGEM, CARACTERÍSTICA(S): ESPECIALIZADO EM SERVIÇOS DE COPA E COZINHA, CUMPRINDO 08 HORAS DIÁRIAS, DE SEGUNDA A SEXTA-FEIRA, EXCETO FERIADOS, ENVOLVENDO 01 COPEIRO, CARACTERÍSTICAS ADICIONAL(IS): CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.",UNIDADE,78," R$ 13.990,00 "," R$ 1.091.220,00 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,78.0,13990.0,1091220.0
6348,"APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL","SERVIÇOS DE APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL",SERVIÇO DE COPEIRAGEM,515833,"SERVIÇO DE COPEIRAGEM, CARACTERÍSTICA(S): ESPECIALIZADO EM SERVIÇOS DE COPA E COZINHA, CUMPRINDO 08 HORAS DIÁRIAS, DE SEGUNDA A SEXTA-FEIRA, EXCETO FERIADOS, ENVOLVENDO 01 COPEIRO, CARACTERÍSTICAS ADICIONAL(IS): CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.(ID CADASTRADO NO CONTRATO Nº.058/2023)",UNIDADE,60," R$ 13.990,00 "," R$ 839.400,00 ",CONTRATOS VIGENTES - SEMSA,CONTRATOS,60.0,13990.0,839400.0
7971,MATERIAL GRÁFICO,IMPRESSOS EM GERAL,OCLUSOR,515836,"OCLUSOR , MATERIAL(IS): PAPEL DUPLEX, GRAMATURA: 380G/M², IMPRESSÃO: 4/0, COR(ES) E PERSONALIZAÇÃO: A SEREM DEFINIDAS, DIMENSÃO(ÕES): 21CM X 5,5CM (A X L), CARACTERÍSTICA(S) ADICIONAL(IS): ACABAMENTO CORTADO E ACONDICIONADO. CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.",UNIDADE,2000," R$ 6,30 "," R$ 12.600,00 ",DIRETORIA DE ATENÇÃO PRIMÁRIA,DAP,2000.0,6.3,12600.0
9028,MATERIAL PARA MANUTENÇÃO DE VEÍCULOS,"PNEUS, CÂMARA-DE-AR E SEUS ACESSÓRIOS",PNEU,515855,"PNEU , APLICAÇÃO: PARA AUTOMÓVEL, MODELO: 185/65, ARO 15, CARACTERÍSTICA(S) ADICIONAL(IS): CONSTRUÇÃO RADIAL, PRODUTO NOVO, NÃO REFORMADO, NÃO REMOLDADO, NÃO RECAUCHUTADO, COM INSTALAÇÃO. CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.",UNIDADE,12," R$ 418,32 "," R$ 5.019,84 ",DIRETORIA DE ADMINISTRAÇÃO E INFRAESTRUTURA,DAI,12.0,418.32,5019.84
9030,MATERIAL PARA MANUTENÇÃO DE VEÍCULOS,"PNEUS, CÂMARA-DE-AR E SEUS ACESSÓRIOS",PNEU,515864,"PNEU , APLICAÇÃO: PARA AUTOMÓVEL, MODELO: 265/70, ARO 16, CARACTERÍSTICA(S) ADICIONAL(IS): CONSTRUÇÃO RADIAL, PRODUTO NOVO, NÃO REFORMADO, NÃO REMOLDADO, NÃO RECAUCHUTADO, COM INSTALAÇÃO. CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.",UNIDADE,340," R$ 686,39 "," R$ 233.372,60 ",DIRETORIA DE ADMINISTRAÇÃO E INFRAESTRUTURA,DAI,340.0,686.39,233372.6
8140,MATERIAL HOSPITALAR,PRODUTOS PARA SAÚDE (MATERIAL QUÍMICO - CIRÚRGICO),CURATIVO DE PETROLATUM,515937,"CURATIVO DE PETROLATUM , CLASSIFICAÇÃO ANVISA: CLASSE III, COMPOSIÇÃO: MALHA DE ACETATO DE CELULOSE (RAYON) IMPREGNADA COM EMULSÃO DE PETROLATUM, TAMANHO(S): 15CMX2M, ACABAMENTO: BORDAS BEM ACABADAS, SEM DESFIAMENTO, CARACTERÍSTICA(S): NÃO ADERENTE, ESTÉRIL, RECORTÁVEL, UNIDADE DE FORNECIMENTO: ROLO.",ROLO,3000," R$ 131,84 "," R$ 395.520,00 ",DIRETORIA DE LOGÍSTICA,DLOG,3000.0,131.84,395520.0
8139,MATERIAL HOSPITALAR,PRODUTOS PARA SAÚDE (MATERIAL QUÍMICO - CIRÚRGICO),CURATIVO DE HIDROGEL,515938,"CURATIVO DE HIDROGEL , CLASSIFICAÇÃO ANVISA: CLASSE III, MATERIAL (IS): CONSTITUÍDO POR CARBOXIMETILCELULOSE, PROPILENOGLICOL E ÁGUA PURIFICADA, TRANSPARENTE, ESTÉRIL, EMBALAGEM INDIVIDUAL, UNIDADE DE FORNECIMENTO: BISNAGA COM 15GR.",BISNAGA,6000," R$ 47,29 "," R$ 283.740,00 ",DIRETORIA DE LOGÍSTICA,DLOG,6000.0,47.29,283740.0
8135,MATERIAL HOSPITALAR,PRODUTOS PARA SAÚDE (MATERIAL QUÍMICO - CIRÚRGICO),CURATIVO DE FIBRA,515971,"CURATIVO DE FIBRA ,COMPOSIÇÃO: FIBRA DE NÃO TECIDO, COM ÁCIDO ALGÍNICO (ÁCIDO GULURÔNICO MANURÔNICO) IMPREGNADA COM ALGINATO DE CÁLCIO E SÓDIO, EM CONCENTRAÇÕES VARIÁVEIS, COM ALTA CAPACIDADE DE ABSORÇÃO(5 A 10 VEZES O SEU PESO). EMBALAGEM INDIVIDUAL, ESTÉRIL, PLACA COM DIMENSÃO 15X15CM.",UNIDADE,3750," R$ 16,75 "," R$ 62.812,50 ",DIRETORIA DE LOGÍSTICA,DLOG,3750.0,16.75,62812.5
8134,MATERIAL HOSPITALAR,PRODUTOS PARA SAÚDE (MATERIAL QUÍMICO - CIRÚRGICO),CURATIVO DE ALGINATO DE CÁLCIO,515972,"CURATIVO DE ALGINATO DE CÁLCIO , COMPOSIÇÃO: COM CARBOXIMETILCELULOSE, ÁCIDO ALGÍNICO(ÁCIDO GULURÔNICOE MANURÔNICO), CUJAS FIBRAS NO PROCESSO DE FABRICAÇÃO SÃO EMBEBIDAS COM ÍONS DE CÁLCIO E SÓDIO EM CONCENTRAÇÕE VARIÁVEIS, IMPREGNADO COM PRATA IÔNICA. CARACTERÍSTICAS: ABSORÇÃO VERTICAL, EMBALAGEM INDIVIDUAL,ESTÉRIL. DIMENSÃO: PLACA DE 10X10CM. UNIDADE DE FORNECIMENTO: UNIDADE.",UNIDADE,10500," R$ 25,84 "," R$ 271.320,00 ",DIRETORIA DE LOGÍSTICA,DLOG,10500.0,25.84,271320.0
8137,MATERIAL HOSPITALAR,PRODUTOS PARA SAÚDE (MATERIAL QUÍMICO - CIRÚRGICO),CURATIVO DE HIDROCOLÓIDE,515973,"CURATIVO DE HIDROCOLÓIDE , CLASSIFICAÇÃO ANVISA: CLASSE III, MATERIAL (IS): HIDROCOLOIDE, CARACTERÍSTICA(S): TRANSPARENTE (EXTRAFINO), ESTÉRIL, HIPOALERGÊNICO, AUTOADESIVO, TAMANHO(S): MÍNIMO 7,5X7,5CM; MÁXIMO 10X10CM. UNIDADE DE FORNECIMENTO: UNIDADE.",UNIDADE,1200," R$ 7,08 "," R$ 8.496,00 ",DIRETORIA DE LOGÍSTICA,DLOG,1200.0,7.08,8496.0
8076,MATERIAL HOSPITALAR,PRODUTOS PARA SAÚDE (MATERIAL QUÍMICO - CIRÚRGICO),BANDAGEM ELÁSTICA,515974,"BANDAGEM ELÁSTICA ,TIPO REDE, COMPOSTA DE POLIAMIDA,COM ENTRELAÇAMENTOS UNIFORMES E PROPRIEDADE DE FIXAÇÃO DE CURATIVOS, MOLDANDO-SE ANATOMICAMENTE AO SEGUIMENTO DO CORPO, ASSEGURANDO MOBILIDADE E MANUTENÇÃO DA IRRIGAÇÃO SANGUÍNEA DAS ÁREAS ADJACENTES. CALIBRE 1/14 MM, COMPRIMENTO DE 10 METROS EM REPOUSO. UNIDADE DE FORNECIMENTO: UNIDADE.",UNIDADE,750," R$ 130,65 "," R$ 97.987,50 ",DIRETORIA DE LOGÍSTICA,DLOG,750.0,130.65,97987.5
8077,MATERIAL HOSPITALAR,PRODUTOS PARA SAÚDE (MATERIAL QUÍMICO - CIRÚRGICO),BANDAGEM ELÁSTICA,515975,"BANDAGEM ELÁSTICA ,TIPO REDE, COMPOSTA DE POLIAMIDA,COM ENTRELAÇAMENTOS UNIFORMES E PROPRIEDADE DE FIXAÇÃO DE CURATIVOS, MOLDANDO-SE ANATOMICAMENTE AO SEGUIMENTO DO CORPO, ASSEGURANDO MOBILIDADE E MANUTENÇÃO DA IRRIGAÇÃO SANGUÍNEA DAS ÁREAS ADJACENTES. CALIBRE 3/21 MM, COMPRIMENTO DE 10 METROS EM REPOUSO. UNIDADE DE FORNECIMENTO: UNIDADE.",UNIDADE,750," R$ 202,75 "," R$ 152.062,50 ",DIRETORIA DE LOGÍSTICA,DLOG,750.0,202.75,152062.5
